author,comment,likes
@DinnyStephanie,ayooo kemedaaaannn,0
@ardisetiadi106,Bang fadli knp gk prnh kliatan,0
@lambangtyaz7753,"yg ini wajib banget ya Kak Sara, klo bisa mampir ke lokasi ini di Sidoarjo",0
@AngellNjell,Seneng banget mau ke medann,0
@fidalailiyah318,Semoga bisa ke gresik ya tim DMS 😊,0
@selikayuwangi7008,"Main&quot; ke aceh dms, ditunggu kedatangannya",0
@VallynciaChellsy,Aku liat ulang ko kaya ada cewe itu apa aku salah lihat ya 🤔,0
@Safitrinurmawati,Gudang pluru pernah ada cewe yang di bakar di situu di bunuh juga kira&quot; Masi ada gak yh kak,0
@josuanussy5405,"Maaf yah mau nanya, Kenapa yah belakangan ini Kk Fadi selalu tidak hadir kalau ada Mongol, apakah ada sesuatu atau aku yang ketinggalan berita?",0
@chelseafc7828,"Kpn nih DMS ke Banyuwangi, Jatim ..?",1
@DiasAdiasa18,Enjel kmna,0
@Deon_TVMAN,Kapan yaaa bisa jumpa sama kalianm❤❤,0
@rekadamayanti9529,Ngikutin DMS dri lama suka banget pas bareng Mongol dan nyai❤,0
@Citrabangun3,KK penulusuran kedaerah Kalimantan Selatan dong😊 seru loh  kalo DSM penulusuran kesini,0
@mevryliancindy7429,LAMPUNG GASSSKEN,0
@Srimaulidina23,Bunda lepas hijab ga si??,0
@nandaannie9094,Eps 2 nya ga adakah ?,0
@aril5208,Nex time ke medannn nyaiiuu🙏🙏🙏,0
@sungguhhamid,halo kak <br>coba tes main&quot; ke papua,0
@chandraadiyatma8318,Ke pulau kumala dongg,0
@safaaturrafkana3015,kalo ke jepang ketemu pak dem jaman dulu karena beliaunya nunggu 😅,0
@ekobudipratama9906,"Ke Kalimantan dong nyai, basmi kuyang kuyang",0
@salsabilaniva6993,pas ngmng sm nona kek lagi ghibah 🤣😭😭😭,0
@salsabilaniva6993,pake lotion anti nyamuk harusnya mahh😭😭😭😭,0
@wdyzan1502,"Pak dem, kak Sara, aku mau kasih info sebagai warga Lampung kalo untuk rumah kapal itu udah gak ada akses masuknya lagi sama sekali karna selain di pinggir jalan, rumah kapal udah ditutupin sama ilalang yang tinggi banget jadi kemungkinan bisa masuk ke dalam itu sangat kecil banget karna bangunannya udah hampir tidak terlihat seperti bangunan. Tapi kalo untuk rumah sakit Sartika itu masih bisa dan masih ada akses masuknya hehe. Soalnya aku setiap berangkat kerja lewat rumah kapal dan beneran gak ada akses masuknya sama sekali😊😊",0
@diantamara8705,Episode 2 di channel-nya siapa sih?? Kok aku cari disini gak ada..,0
@azurrina2587,Dah kenapa Anna Cikey bukak hijab? Alahaii,0
@RatuKeysa-b2i,"Dari SMA dari dulu sampe skrng gak bosen nonton ini , horor nya bener real banget nyata banget . Terimakasih dms ❤",1
@febyroselin1200,Eps 2 nya dimana yaa....,0
@Rahmaa-1-c,😭😭si nona tukang gosip gak sih,0
@yohannatheresia5051,eps 2 dan 4 ny dmn ya?,0
@23_devanursyahbaniputra22,"Coba di Probolinggo mas pabrik kertas leces ada banyak tempat angker di sana dari rumah sakit dinas,kolam terbengkalai dan juga perumahan yang sudah terbengkalai rama, selain itu di dalam pabrik nya juga banyak tempat yang angker bahkan ada danau di dalam pabrik itu sendiri yang di sebut kramat yang di mana ada 2 kuburan angker yang sering di gunakan orang untuk menganut ilmu, smoga di baca oleh pihak dms",0
@MayaAyu-n8b,ke lampungggg kakkkkk,1
@KangSeoyul-t5x,Ceritanya kok ngingetin sama jugun ianfu ya. Entah berhubungan atau gak,0
@aodaaaa,salfok cincinnyaa mas nunuuu🤍,0
@ritamostafa5565,"Hantu sarah x takut , cicak dia takut 😂😂😂😂😂😂 nayaaa",0
@sorinirwana8087,Itu yang aku temui anak kecil hitam . 🥺,0
@sorinirwana8087,Tempat ini pas aku lewat yang aku temui anak gendoruwo. Jalan sendiri😟,0
@penglihat-ub1kc,"Kakk aku suka banget nonton dms.. Cuma gk bisa nonton eps 2 , 4 .. <br>Kak mampir ke MALANG donk kak sarah❤❤",0
@krisnamv9198,"Itu gedung yg GK jadi dibuat Suting di sby punyaknya anak nya pak Harto alias Tomi Suharto,ceritanya itu mau dibuat kasino terbesar SE asia",0
@dhidinwijaya1494,"Kenapa gak sekalian kegunung gaib wilayah gunung Kelud kerajaan Dewi kilisuci.... Mungkin kalau ada waktu senggang, Eneng",0
@mut8954,"Ngempet 2 minggu ,akhirnya nonton juga !",0
@wisnuwardana2209,Assalamualaikum.. ka <br>Coba kekalimantan utara tmpt nya di tarakan banyk peninggaln jepang dan belanda,0
@kristianaelisa1354,KALIMANTANNN kakkkkk ditunggu bgt.. jrg bgt loooh,2
@hadidarmawan1416,episode 2 dimana gengs,0
@KilluKayeEsenes,Ini yang bikin tim dms drop semuanya? Emg sii bnr2 seremm. Take care smuanyaaa,0
@yogayoga9384,gw tunggu di lampung mba,0
@tariqueen4809,SELAMAT DATANG DI SURABAYA DMS 🎉🎉🎉🎉❤❤❤❤❤❤❤❤❤❤,1
@shireenkirana5630,"Aksen surabayanya sara pas kemasukan mbak yg pertama on point banget, pas.",0
@lindalim2321,"Salam kak sara,, hadirr 🙌🏻 saya anak pangkalan berandan di pertamina 🫰🏻❤",0
@my_bangtanieee,Episode ini ikutan gatel liat nyamuk dimana mana hehehe,0
@kennstzy,suroboyo hadir,0
@oktgrls,disulawesi kapan yah kk,0
@stephanighembul8778,Episode dua nya dmn 😢,0
@sitiaisyahnurfaradillah1406,𝐾𝑎𝑘 𝑑𝑖 𝐷𝑀𝑆 + 𝑖𝑡𝑢 𝑝𝑟𝑎 𝑏𝑎𝑦𝑎𝑟 𝑦ℎ? 𝐾𝑜𝑘 𝑎𝑞 𝑚𝑎𝑢 𝑙𝑖ℎ𝑎𝑡 ℎ𝑎𝑟𝑢𝑠 𝑏𝑒𝑙𝑖 𝑝𝑘𝑒𝑡 𝑑𝑢𝑙𝑢 𝑦ℎ,0
@zizinsilvia1959,Gak ada bang fadi <br>Jadi GK seru nih😢,1
@raxspage,Lah dia lepas hijab🤣,1
@mariabibiana5900,Ke NTT - Lembata kak bnyak d sini,0
@mariabibiana5900,Ke NTT - Lembata kak bnyak d sini,0
@heningsekararumrahayu2508,Gw cuman liat nyamuk doang sebanyakkkk itu😭,0
@bayugirassofficial7796,"Kak ajakin para subscriber juga dunk eksplore,...❤❤❤",0
@abisofyan3309,"Lama ga nonton dms, Kok kakak itu buka hijab sekarang ???",0
@hermansr6522,Main main ke sawahlunto sumatera barat dong tim DMS banyak tempat tempat bersejarah zaman belanda yang terbengkalai semoga syuting di kota aku😊😊😊,1
@rephiajuniarti5218,benteng situ aq prewed disitu kak 😁,1
@irdayani5887,Nyai... Rs.Permata Bunda Sudah dihancurkan... tinggal yg kliniknya blm dihancurkan,0
@FrtCantik,Up,0
@nurfitriyani9471,Yah bunda jilbabnya dibuka😢,0
@lucydragneel104,"hantu di cari, cicak kt lari 😂",0
@yesicecilia7989,Sedih tidak muncul di download padahal sudah download berkali-kali 😢😢,0
@allenionalagu,Kak please penelusuran HOTEL SIRANDA SEMARANG...kalo sampe DMS bisa nembus perijinan masuk di situ kerenn bangett bangett... SMP skrg belum ada yg bisa melakukan penelusuran disana kak ..,1
@nunukhartutik4162,Ngeliat ini  kenapa ya agak mual sama pusing,0
@wildboartrap,Go wentira palu kak,0
@muhammadnain4947,yang di tunggu² ada bang mongol,0
@alceoadit6866,Bendungn batu tegi kk menarik itu,0
@meriati9792,Absen dulu.. <br>Salam buat saradik dr SUMUT,0
@NadiraFajriah,"Sekian lama sudah GK nongton semenjak hlil anak k 2,,sekarang nongtonton lagi aga degdegan,,smga sukses slalu buat mbak Sarah dan tim DMS",1
@eyrinhumayrah3291,Kesel bgt liat si bg wisnu kek apa bgt jirr,0
@nindyayurike2778,kalau ke Surabaya mampir dong kak ke kabupaten Tulungagung pantainya bagus2 🤭,0
@VidyaTampemawa,Itu tempat makan seafoodnya kan pas di bioskop itu :&quot;,0
@OppoA12-u5d,Kesini&quot; tempat nya semakin seram&quot; tapi semakin seru sih 😬😬😬,1
@mahardikaardiyanto4507,"Sugeng Rawuh dateng Suroboyo, monggo pinarak",0
@adeirmasaputri7584,Eps 2 nya lihat di mana kak?,0
@muhammadsonikholili1686,Mojokerto bagaimana?😊,0
@azaliafarica,suroboyoooo hadir reeeekkk❤❤🎉🎉🎉,0
@Juli-eu2mv,Episode 2 nya lihatnya dimana gaes???,0
@azmiya_islachi5210,Ke tegal kak... Dan team dms semuanya.. Semoga bisa kesini yah.  Salam dari tegal🎉,0
@megawidya6850,haii aku org asli surabaya.. emg trkenal terbengkalai si gedung bioskop itu..,0
@imamchamballi3594,Berani ke goa Antaboga malang Jawa Timur engga ?,0
@visalle_,Part 2 kok gaada ya? Adanya langsung part 3,0
@sherinaaulianingtias6398,Bunda kok gk pakai hijab lagi?,0
@GenshinLucia,"salfok gw pas nntn sebut cicak. 😂 udh sama kyk gw, tiap kali liat cicak, pdhl cicak masih jauh tp klo lg jalan berasa gw punya radar khusus 🤭",0
@priliaarfah,Hasrat ingin menyemprot pake BAIGON 📉📉😂,0
@syaravinaawaliyah9927,"Mudah2an tahun ini jangan ke daerah Jowo terus nyai . Tp daerah Jawa belum ke garap semua ya, Cianjur misalnya hehehe",0
@dwiko442,"mba sara klo mediasi itu sampe nangis kan, trus makeup nya gmn? luntur ga?",0
@lemon179,"Maaf kak Sara, Mas Day, Mas Nunu aku ngakak waktu di KaliSosok yang banyak nyamuknya, jadi inget jaman kerja di tempat yg byk nyamuknya jg, ga berhenti2 itu tanganku nangkepin nyamuk pada bar-bar",0
@dwiratnajuwitasari6981,Alas purwo dong,0
@yunianita-jy1ly,"Mb Sara, kalau ada waktu juga ke Trowulan Mojokerto mb ada banyak Candi², mgkin bisa mengenang sejarah kerajaan majapahit zaman dulu. 🥰",4
@dinday1492,"baru sempet liat DMS lagi, wkwkwk...ada yg berbeda dari bunda di tayangan ini, hiks hiks hiks",0
@Dilla12-nq1dq,Gak seru kalo ga ada kak fadi,0
@lusieva5378,Mbk..ke rumh Fara yg di Semarang yg saat ini lgi viral di tik tok ..anaknya sering di gangguin serta di rumhnya banyak sekali sosok tak kasat mata,0
@wahyupurwanti5502,"Dari penjelasan mas day soal energi leluhur/yg tua, itu mungkin karena bila team menelurusi terus lurus jalan di benteng itu ada makam yang katanya dulu Danyang/org pertama ada di wilayah itu namanya&quot;kyai Umar Sumbo&quot; (laki2) dikuburkan tidak ada kepalanya. Itu saya dulu katanya org asli tambak Wedi, karena saya penduduk pendatang.   @sarawijayanto",0
@ZahranidewiArg17,Dulu pernah fto buku kenangan disitu🙈,0
@OzoyOzora,Aduh itu bunda Anna kenapa malah jadi lepas hijab bgituuu.   Udh bener2 pakai hijab,1
@wahyupuspitasari2236,&quot;sama Nunu sama Nunu&quot; hahahaha,0
@mianzent,Entah kenapa stiap konten kreator yg melakukan penlusuran di gudang pluru kedung cowek pasti berbeda2 hasilnya....😂😂😂😂<br>Ambil positifnya saja...entah yg mana yg benar hasilnya kita apreasi kepada konten kreator lokal ato team diaremisterisara...,1
@anggasukmara7467,"Benteng Kedung Cowek salah satu saksi bisu pertempuran besar 10 November di Surabaya yang dipertahankan mati-matian oleh bataliyon heiho dan pasukan sriwijaya (pemuda Indonesia asal sumatera seperti dari tapanuli, aceh, batak, minang, palembang).<br> <br>3 bataliyon kusuma bangsa gugur di Benteng Kedung Cowek. Doa terbaik untuk para pahlawan yang gugur di Benteng Kedung Cowek... Amin 🤲",1
@fianassagaf9010,Main2 lah ke indo timur<br>Sulawesi utara sma maluku utara,0
@nissansilviaskylineBENNETTSHEN,²⁰²⁵ 1320am/0120am : FRIDAYS_03012025Januarys,0
@ervanheriyono3090,"Ada 1 lokasi di surabaya yg orang2 pada ga tau kl itu lokasi serem bgt, sebuah sekolah yg bangunan nya dibuat jaman belanda",0
@arum1264,Hantunya gibahin hantu lain,1
@AvicennaShilahi-g6t,Memang dekat dari benteng ada makam leluhur... next coba ajak warga sekitar,0
@noorsando3935,"😢nyai saya mewakili Pati tepatnya kec.tayu minta maaf untuk waktu itu, RSK tayu deket daerah saya",0
@tyasmk,Halo team DMS semoga notice komen aku. Coba dong ke Lampung Timur. Disitu lokasinga luas banget ada puluhan gedung termasuk asrama dulu tempat pelatihan muda mudi se indonesia masa jepang. Sudah berpuluh puluh tahun terbengkalai namanya PLP 2 RP luas banget,1
@tyasmk,Halo team DMS semoga notice komen aku. Coba dong ke Lampung Timur. Disitu lokasinga luas banget ada puluhan gedung termasuk asrama dulu tempat pelatihan muda mudi se indonesia masa jepang. Sudah berpuluh puluh tahun terbengkalai namanya PLP 2 RP luas banget,1
@tyasmk,Halo team DMS semoga notice komen aku. Coba dong ke Lampung Timur. Disitu lokasinga luas banget ada puluhan gedung termasuk asrama dulu tempat pelatihan muda mudi se indonesia masa jepang. Sudah berpuluh puluh tahun terbengkalai namanya PLP 2 RP luas banget,1
@y77uiooknn678,Seafood SuperGizi andalan,1
@BinartiNingsih-x3w,"Kapan2 undang Ghost Ranger dong colab, mereka pasti mau kalo kalian berminat. Pasti epic kak Sarah",0
@AyuFadillah-m3k,di tunggu kehadiran nya di medan tim dms,0
@Dianasomantri,Gmn kalian cara liatnyaaaaaa😭,0
@Dianasomantri,Fady kmana?,0
@ariesponca9554,27.17 sponsor lotion anti nyamuk boleh nih bawa raket nyamuk?😅,0
@Msokib-w1d,up,0
@HandayaniFitriawati,"Spa yg nonton di tgl 2 januari, surabaya hadir",0
@sutrapasya3752,eps 2 manaaa,0
@drunkissu,"siang aja nyamuknyaa sekampungg, apalagi malemm😭😭",0
@linamanalu2958,Sekali kali ke Medan,1
@rizkipangestu9010,Rs Kartika lampung .seru tuh,0
@SriWahyuni-SR,Next time ke lampung ya ka 😊,0
@ErVina-en4zy,"Kenapa ilmu Hitam masih dikembangkan sampai sekarang, dan ilmu Hitam itupun masuk kedalam rumah keluarga saya",0
@armansyah1322,ayoo nyai ke medan mana tau nanti bisa jumpa sama tim dms😊,0
@annamuthia-k6g,35.27 ternyata hantu suka gibah juga ya 😅,0
@IswatulHasanah-f7w,Kak mampir ke Mojokerto dong,0
@daivinka5207,Nangis banget akhirnya tim DMS ke soerabaja. Kota kelahiranku,0
@rozianasopi3362,Bang fadi kok ngak ada,0
@natniiwd,"Pernah ke kedung cowek siang hari aja nyamuknya bar bar, apalagi malem. Ga bisa bayangin kalau malem. Sama penjaganya aj disuruh pake autan dulu",0
@NilawatiSiregar-s8l,Kak sara RS.permata bunda Medan bangunannya sudah diratakan.,0
@nazwazintalaura7763,lampung kak bendungan batu tegi deket rumahkuuu banyak banget mitos2😭,0
@justcallmeenoona,anjir setan ny ghibah cog😂,0
@rahmithaagustin4903,kok bunda lepas hijab knapa,0
@devinaputriiii,"<a href=""https://www.youtube.com/watch?v=eFDgYSKk3KU&amp;t=2355"">39:15</a>  siapa yg gregetan nyamuknya ga mau pergii☝😭",1
@oci2009,Aa seru bgt di jatimmm semoga next bs ke bwi,0
@aridanh2644,Kalo nonton dms dari dulu selalu kayak ada yang ikut nnton juga. Padahal di rumah sendirian 🙂,0
@15.larasayuervienandinis39,"Yang mall terbengkalai itu sebelahan sama rumahku wkwkwk, emang agak serem sih dia. Jdi ya gitu deh",0
@bekssantos4365,benteng kedung cowek pernah ada orang di bunuh dan d buang dsana,0
@nazarudinazis1815,Indro Warkop skrg jadi indigo ternyata,0
@taufikismail1247,Salfok sama botol di belakang 😅,0
@bungamanis4184,belajar cari hantu2an,0
@tysyndandriani2089,Bendungan batu tegi jadi tempat wisata di lampung aku sering bgt ke sana selalu ramai,0
@risyaamara7648,"Ihh sukak kotaku jadi pilihan( LAMPOUNG) batu tegi memang terkenal sangat Mistis, dulu ya, monmaap ntah di th berpa saya lupa ada sepasang kekasih foto priwed Disana, tewas. Senang bgt sih klo dms syuting di sana sehat selalu ya buat semua tim DMS amiinn",4
@MikaAgustinRahmadani,"Aku asli jatim, pengalaman pertama banget sama tunangan ku pulang dari malang sekitar jam 1 an.Waktu itu hujan deres banget dijalan sampek rumah masih kurang satu jam an, tunanganku ngajak lewat jalan yg cepet tapi dia ga hafal jalan kita oake gmaps dan malah nyasar ke jalan buntu cuma ada satu rumah diujung,kita tanya ke orang itu ternyata gada jalan akhirnya karena gada sinyal juga kita ikut arahan bapaknya malah nyasar ditengah hutan dan muter terus disitu dan pada waktu itu masuk waktu surup mau maghrib.Karena aku orangnya gampang sensitif ke hal mistis jadinya ngerasa pengap kayak diikutin kayak dilihatin tapi aku diem aja karena kasian tunanganku kalo aku panik.Aku dzikir sepanjang jalan dan akhirnya nemu orang motoran kayak abis cari rumput kita ikutin hapak itu dan nemu jalan Alhamdulillah.Tapi itu belom berakhir,kita lewat jls dan posisi gelap gaada penerangan jalan waktu turunan dan belokan tiba-tiba ada orang atau bukan aku gatau sampek sekarang tapi dia kayak orang musafir cari ilmu gitu pakaian nya,tapi yang aneh kalau manusia kesorot lampu kok gaada kagetnya refleknya.Dan sepanjang jalan itu aku cuma bisa merem sama rapal doa karena aku liat yang aneh aneh disepanjang kanan kiri dan depan setiap jalan yang kita lewati.<br>Pengalaman paling gokil sih seumur hidup,meskipun dari kecil udah sering liat dan rasain mereka tapi kali ini tunangan ku yang gapercaya hal begitu juga ikut liat dan rasain.Alhamdulillah masih diberi keselamatan sama Tuhan.",0
@natnatnatalia1212,Kediri ada nggak sih?,0
@donnyandriansyah4708,Udh lama gk kolab sama om hao nih,0
@tiger_hd7648,Tragedi pemandian air panas Pacet kak,0
@firmankurniarahayu2388,Ka episodenya knpa di pisah2 ?<br>Pengen nonton full episode tapi untuk akses dms+ nya harus berbayar,0
@Fansmu-pz3qs,Rs mardi santoso tempat dosen2ku belajar dulu sekarang kampusnya udah pindah jadi griya husada surabaya,0
@febrianisusanti4267,"RS Mardi Santoso tempat lahirnya bapakku sampe beliaunya sdh meninggal 10 November kemarin , Al Fatihah 🤲🏽",1
@santrilejenofgaming4639,Kaget menit 53 😢 sumpah lagi serius gua malah ada gambaran tambah suara besar,0
@Thegaplek,"Pacar ku indigo juga pernah mau di bawa sama penghuni situ. Dan di lihat kan, semacam flashback. Kulitnya seperti bule memang cuma bawa payung pada saat itu gw di atas dia di lantai bawah, awalnya gw kira dia di belakang gw, gw panggil2 eh ternyata dia duduk di tangga dan tatapan nya datar. Habis itu  dia gk bisa gw ajak ngomong . Sekitar 10 menit dia sadar langsung nangis dan suruh gw cepet meninggalkan lokasi. setelah meninggal lokasi gw duduk2 bentar di jalan setapak di bagian tengah danau atau kolam gtw itu namanya apa. Gw ngajak dia berhenti di situ karena ingin menanyakan apa yg terjadi. Setelah dia crita yg di rasain gw habis itu ngecek energi di situ memang kenceng.",1
@Teddy_bob,"Bentuk bangunan kurang kondusif sih nyai yg di bandar lampung, karna saya warga lokal nya.. Ya kalau nyai dan tim penasaran gapapa apalagi dulu pernah dipake suting sama mr tukul",0
@gigihhimawan9572,lah itukan seafood sebelah bioskop oscar 😂🤣,0
@NengGali,semoga tim DMS baca coba k bangka barat daerah mentok..d gunung menumbing..,0
@tyamutia585,"Kedung cowek viral, syutinge pasti bengi wayahe wong turu padahal omaku sik sekitar kunu. Seneng pasti kalo bisa ketemu kalian 😭",0
@aritarohmahhidayah5271,Di benteng Kedung cowok bekas pembantai anak muda jasad nya dibuang dek situ kak Dms,0
@nezzaputrisetiawan2947,"Terakhir ke banteng kedung cowek cuman buat lihat sunset, tp semenjak ada kasus pembakaran mayat warga lokal jdi takut buat kesana lagi",0
@andisuherman3883,Kelampung nyai...... ❤,0
@ajelimpout4502,Asik,0
@NurJanah-ej3mn,"Prempuan itu pake baju putih model eropa rambutnya hitam agak pirang, yang di tengah kaya bangunan pos jaga ada poci",0
@evayuliana6964,manaa aku sering kesanaa lagii😭😭,0
@masucup7483,Madiun kak mampirrr......,0
@RidaYanti-p9e,Episode 2 nya mana ya kok langsung ke eps 3,0
@lidiastoryvideo1185,Tanggulangin hadir.. dekat banget sama rumah ku pabrik tenun Sidoarjo,0
@arsyanaauristela9152,Aku nonton nya pas tahun baru 2025 <br><br>Stay dikamar.. DMS aja ✅,0
@Ginasafitri001,Coba deh tim dms ke garut.di Garut ada pabrik belerang konon katanya banyak cerita mistisnya.prnh msk acara tv juga di Trans7 dulu,0
@andreprawira7799,"Gak tau kalo di SBY di SBY banyak lho yang angker, di Kenjeran misalx, ada bekas gedung terbengkalai",0
@kinantiadelia9357,"Teh ana maaf, ko lepas mas hijab nya 😥",0
@AmandaWinda-o7p,Wahh colab sama WMT keren sih tpi sayang mas ali lgi di luar kota jdi mungkin blm bisa,1
@ASTRAchannel03,Episode 2 mana ya di aku ko ngga ada,0
@relloningwarih7602,Apartemen kebonsari kak sara. Yg lg viral di sosmed gara² dibuat film horor.,0
@vanessaphd7627,Eps 2 nya di dmsplus ya?,0
@dimashutomoputrapermana9384,Episode 2 nya dimana sihh,1
@theopras7952,"Lama tak lihat mas dE,ini gabung DMS kah..👍😊",0
@NaniWilliam4,"Surabaya  ituuuu  aura kotanya panas ganas, Sumatra dingin sunyi mencekam....pasti seru undang team DA dong sekalian lihat demon yg sdh menandai sara sama jecelin dkk",0
@agungteha3968,Kesini gara gara bangku kosong tv,0
@MamaZidanJP,"Aku foto preweed disitu, jam 5 sore udah disuruh balik ke parkiran",0
@doniJudika-y8g,Mas de ikut di dms pa ?,0
@rheenee24,medan dooong,0
@ayukyanti7871,"Bengkulu dong, di rumah pengasingan nya soekarno, benteng Marlborough tuh pasti seru, dari pintu masuk udah disambut dua pohon beringin dan kuburan orang Inggris di dalam benteng",0
@obbyandkay,Pas bgt sering liat livenya bangku kosong di tiktok wkwk,0
@QorryBagas-g1u,Buat team DMS.  Coba main ke rumah hantu darmo . Coba explore di situ .,0
@Fransiskaregina-h7w,Di Surabaya jg ada apartemen terbengkalai ada 5 tower di dekat tol. Ada jg gedung setan daerah Girilaya itu dulu nya bekas kantor VOC.,1
@jeedm5605,Kok bang fadli gk ada ya...,0
@bundafathar7657,Kapan ke lampung nya kak.. itu RS sartikaa atau RS kartikaa yaa.. soalnya RS kartika kakak sepupu aku yg jaga dari dulu smape skrg yg sebagian bangunan nya udahh d beli sama beacukai. Dan rumah kapal samping SMP aku dulu..,0
@MudlofarMuhammad,Dikit lagi tuh nyai .. mampir kotaku di GRESIK,0
@meliababy23,ke Lampung nyai kapan kapan,0
@nurcahyaanggini2529,"Harus wajib kelampung kak rumah sakit kartika wajib bangett,soal nya setiap yang bawa barang dari rumah sakit itu akan selalu sakit dan kerasukan sampe rumah",0
@muhammaddaffaulhaq9324,"Sebenernya Surabaya banyak tempat min, seperti gedung setan embong malang (sebutan dari warlok/akamsi) trus ex hotel, ex pabrik gula/tahu lupa namanya, rumah hantu darmo (tapi berita terakhir udah ditutupin pake tembok semen, belum main kesana lagi soalnya) dll yg belum sempet aku eksplore juga",0
@DimasAdityaa-wh8qq,"coba kak di blora tepatnya di tpk pasar sore, jembatan lama cepu padangan sama makan desa jipang",0
@hggaming1197,Owalaah..<br>Mas de pindah kesini to😊.,0
@beatgaming1169,"Ex RS Mardi Santoso, dl sering sy main k asrama sekolah perawat, sampai beralih menjadi Resto Hallo Surabaya, saat sy makan d sana, pas k toiletnya bekas kmr mandi RS krn ad tulisan VK (kamar bersalin) jd lihat bentuk kmr mandinya spt kamar mandi VK (sy juga nakes) yg luas dan ad bak mandinya yg besar spt dl tempat nyuci ari2, trs laken post melahiekan (kain2 bekas bersalin yg bercampur air ketuban dan darah) yg biasany d cuci dan d bersihkan d kamar mandi VK, Nah wkt itu sy pengen BAK lha masuk k toiletnya itu, langsung tercium aroma khas air ketuban campur darah..itu kuat banget..krn sy klo nolong persalinan hapal betul aroma itu..akhirny sy g jd k toilet itu..mending sy tahan BAK..dl sempat rame itu resto tp namany bekas RS ya vibes singup nya kuat..jd lama2 sapi dan tutup skrg..jd makin horor rasanya..",0
@ketamkampung,Next ke kepulauan borneo,0
@nanamikento1990,sebagai arek suroboyo aku merasa telat nonton ini,0
@AtengAnton,"Pantesan dms kok ga ke rs tayu pati, ternyata gajadi syuting",0
@fausiazka6870,pngn bnget liat yg di gedung ngagel.. pnasaran sma gedung itu,0
@nurilrahmadikakurniawan516,Semoga bisa ke cangar jalur mojokerto batu,0
@teguhaulia1760,Sekali kali ke Banyuwangi,0
@islamidina989,eps.2nya manaa nihh,0
@andikaandika3218,coba kak sarah ke banyuwangi ujung jawa timurr,0
@dhimasfebrian7266,Mungkin aura besar karena ada petilasan di sebelah timur benteng ada makam Habib Syech Umar Sumbawa dan KH. Hasbullah 🙏🙏🙏🙏,0
@iqbalherdanata7656,"Seremm, di benteng kedung cowek baru beberapa bulan ada cewe yang dibakar hidup&quot; pernah viral",0
@AgustianYusufPerdana,Buset dah saya gagal fokus asli sama syutingnya tapi saya gagal fokus ama nyamuknya banyak benar itu gede gede lagi nyamuknya tapi penelusurannya seru bangat asli dan serem,0
@arthachoasan5380,Kak lanjutannya dong. saya masih kurang puas lihatnya.,0
@megamawar9757,Sosok madam itu hampir sama kaya sosok madam yg serakah harta penulusuran dulu bngt aku cari vidionya kok g ktmu barangkali nyai masih ingat🙏🏻 nuhun nyai❤️🍅,0
@SalQueen-s3d,Up Sidoarjo,0
@chopangesthi6010,"Pas ngobrol sama mbak2, duuuuh.. itu beneran kaya mbak2 surabaya kalo lagi nggosip 🤣🤣🤣<br>Keras, tapi ya pada ga tegoan sama tmn2nya. Semoga segera menemukan kedamaian ya",0
@Veruskarin_,Surabaya emang nyamuknya bar bar 😂😂😂,0
@erianayuliantika7899,Bunda ga pake jilbab sekarang ya,0
@elizabethimannueltan1345,"suami ku konten kreator tiktok penelusuran sby pa dem, cuma sekarang lagi di jkt.. bangku kosong rusdy masi temennya.. di bengkel pesawat memang keras banyak yg eksplor ujung2nya mental",0
@carlo20,bun ko kerudungnya di buka... ?,0
@raracut3912,Kak mending ke apartemen yg terbengakalai di daerah kebonsari dekat smp 36 surabaya coba,0
@AfidatulLaili,Mau tonton besok malam aja kalau pas pergantian tahun😂karna gak kemana&quot;mau keluar gak bisa sepedaan mau main suami lagi kerja,0
@elsaarifiana7268,ini syuting nya pas udah ada kejadian penemuan mayat apa sesudahnya yaa,0
@aniknurhayati9194,Mbak Sarah lucu expresinya waktu dimasuki arwa cewek 😆😆,0
@Cahyo_Yanuar,"mojokerto udh prnah blum ya, ready buat cek lokasi 😁",0
@sitisubaidah7618,"Aku asli surabaya, tempat paling angker mnurut aku ya penjara kalisosok sih.. Krna aku pernah sekali digangguin pas lewat sana jam 10malam. Kayak ada yg manggil2 tapi gak ada org.",0
@shantyaulia7442,Coba di rumah darmo yang pernah viral itu kak dms,0
@nurasri9811,Lampung,0
@fianacalistajeslyn3020,Aku lahir di lampung tp skrg menetap di batam.. Sekalian rekomendasi in bendungan batutegi kk. Klo kk sarah team ke batam smoga ke camp. Vietnam ya kk,0
@putrirefiani,Nyai nyebut Ngawi jadi kangen pengen pulkam😢,0
@TianTwiilef-x8l,Astagfirullah kirainn bang mongol kena petir ternyata petir gambar😭😭😭😭,0
@midafitrianivivo6261,Yeaayyy 🎉🎉 Medan itu kampung aku gaysss...  😂😂❤,0
@nnat0,"coba di Kalimantan, seru ga sii kayanyaa??",0
@inyomanadipermana8721,Kesini karena ada Bang Mongol😂😂,1
@SsssdSssd-e7k,Naik teruss,0
@mirantiputri3448,Yeeyyy DMS ke Medan,0
@mirantiputri3448,Semoga DMS bisa ke jepang bersama om Hao Aamiin,0
@jaeminna2023,Ini tuh keren loh. <br>Pak Dem makasih ya. Kuotaku limit tapi gambarnya ttp HD . ❤❤<br>Semangat semuanyaaaa. <br>Semoga Tuhan selalu melindungi. Dan memberi keberkahan untuk semua perjlanan Nyai.,0
