author,comment,likes
@fentitriana3419,Kyknya nunggu 1 juta yg mo nntn deh baru di tayang😢😢😢😢,0
@anggra_tyz,"terimakasih buat mba Sarah &amp; tim dms yang lainnya yang sudah sudi nayangin journey to Annabelle ini, ayo guyssss keinginan kita sudah di penuhi sekarang giliran kita untuk bikin video ini trending 🔥🔥❤❤❤❤",436
@zidahqurrotaaini2188,Haruuusss trendiiinggg🎉🎉,0
@virniearlyansya1485,yuk bisa yuk Trending 1,0
@putrimiladewiharahap6599,"maa syaa Allah tabarakallah, ini beneran huwaaaaaaaa ga sabar makasiii banyak kak saraaa mau tayangin disini semoga rezekinya dilipat gandakan aamiin. ayooo trending kan",14
@rifatunnisa238,Saradict dan DMS gass terussss,1
@devosa947,Akhirnya ❤❤❤,0
@ekowiyah8754,Harus trending 1 ❤❤❤,0
@riduislam6081,DMS TRENDING 1 <br>DMS NAIK TERUS<br>❤🍅,2
@dwimaulina8946,"WAHHH SERIUSAN TAYANG DI YOUTUBE, MAKASIH KAK SARAAA❤❤❤",9
@fatimaharini5974,Harus trending pokonya no debat 😅,0
@Elnawti,"Huhu ini nih yg di tunggu² buat nemenin malming. Thxyuu buattt seemua team DMS, semoga bisa trending 1🖤",42
@nissanissacomel,Semangat terus ya 😊,0
@linduesa23_Channel,Pas banget tayangnya malming auto Anteng dirumah aja . hehehe<br>yok bisa trending #1,1
@UUTTAAMMII,TERIMAKASIH BANYAK DMS+ KASIH TAYANGAN KE KITA BAYANGAN CUPLIKAN SAAT DI AMERIKA ATAU BTS SPESIAL BUAT GAMBARAN YANG MAU NONTON DI DMS+! SAYANG DARI DULU SAMPAI SEKARANG GAK HILANG KE DMS!,572
@ifawibowo5734,Bismillah DMS Trending,0
@AffaIyach,Trendingg,0
@fatimaharini5974,Udah gak sabar pengen nonton🥺,0
@jnchanel5691,Pasti trending nih,0
@AffaIyach,Trendingg,0
@nissanissacomel,Tak sabar nya mau nonton,0
@unitata_,gas trending!,0
@AffaIyach,Trendingg,0
@dindaoktavia7616,"Harusss pokoknya harusss TERNDINGGG,,,🥳🥳🥳",0
@auroramargaretha4784,Akhirnya kesampaian juga tayang di YouTube ✌️<br>Thank you team DMS sehat dan sukses selalu untuk semua team DMS 🌹🌹🌹,68
@ClaraaIra-x3u,❤❤ love you 🍅❤❤❤,0
@jhuneyyyla,waww❤❤,0
@noviapesek6743,Yuk kita trendingin DMS..❤❤❤,18
@lovanniezulkarnainputri6603,"Ini beneran taayang di yt, ih seneng bgt akhirnyaaa bisa nntn di yt",0
@andrik2176,Luar biasaaaaaaaaa.... Terima kasih sudah ditayangkan di youtube.....,1
@dellayaaaa_567,ayoo trending kan biar d up full,0
@AffaIyach,Otw prepare mandii sama makan😭😭😭,0
@KamilaHimmaptikaUnikal,Huaaa seneng bet,0
@nurerni,aduuh jadi gakk sabarrrrr😭😭😭😭,0
@sudayanti2272,Siiap d tunggu ❤❤❤ pasti trending semangat buat nyai sama semuanya,0
@syahrulfadillahali1361,WEH WEH WEH.... DEMI???? aaaa nyai n team baik bangettttt,0
@deachayumayangrindu5994,Ayokkk yang ini pastikan langsung trending 1,1
@fiktoandi3000,Bikin penasarannnnn......,0
@meilissao5992,ayookk trending kan !!!,0
@mastirr,"aheyy, gass trending in the world !",0
@dewiapriani7602,Akhirnya yg ditunggu akan tayang..🎉🎉<br>Trending 1.. sehat selalu team dma ❤ u 🍅,1
@nenah4796,Lllooooovvvveeeee uuuuuuuu,0
@apaajaterserahaku,HUHUYYYYY❤❤❤❤,0
@oktaeka6438,Yeayyy akhirnya tayang di yutup ayo trendingkan,0
@sitiaminah8588,"Nda sabar, ayo semangat ges biar trending 1 🎉",19
@nenah4796,Asikasikasik,0
@nursyifaazizah5802,😍,0
@nuriaekasavitri1636,Aaaaaaaaaa gaaaaaak sabaaaaaarrrrrr,1
@ochierosi302,Duh gak sabar nih rasanya,0
@febychannel7829,TRENDING ❤❤,0
@febychannel7829,❤❤❤,0
@sarisari4045,Huhu ditunggu syekaliii,0
@aku5917,Paling cm trailer 2menit,0
@utyyafie5881,Buru nyai,0
@tesihrahmawati3422,Udah ga sabar untuk nonton,0
@amandaprisilia6812,kuyyy trendingknnn,0
@nurelizar4213,Ya ampunnnn akhirnya....,0
@indahmaharaniw.b2608,Ayok guys,0
@etikaetik8329,Sehat selalu buat DMS,0
@tataregita5336,Gak sabar bngt pen liat,0
@alisazahra712,Plis nunggu nih sampai bela belain beli kuota unlimited,0
@raniaputri9174,.,0
@LusyCamoyybee,Semangat semangatttty,0
@gendhispramudya4977,aminnn top 1 trending di youtube💐🥳🎉🎉🎉,0
@yagashi2466,TRANDINGKAN #1 YUKKKK🔥🔥🔥💯💯💯💯,0
@ramadan2779,TRENDINGKAN GUYS,0
@MIRAICHAN1719,YESSSSSSSSS 🎉 TRENDING NO 1 YAAAAAA GAESS,0
@pujatrianjani2070,😮,0
@almareginagina4605,Klu mau trending diusahakan jgn ada emoticon. Krn itu berpengaruh,0
@dedisupriadi-kc2lb,gaspoll  kawal sampai trending,0
@hestyaaanrlia4081,TRENDINGKAN GUYS!,0
@amadeus7320,Saranku dibuat membership aja konten yang di DMS+ jadi ga perlu bikin aplikasi dan orang yang liat di youtube ga perlu ribet install aplikasi dan simple aja gitu jadi 1 ga perlu pindah pindah,0
@tricia3799,Yuk trendingin,0
@coconud28,Alhamdulillah di up ke you tube. terima kasih untuk semua tim DMS❤❤ semoga trendingg......,238
@aeravasya_,"KALO KATA TEMEN AKU MAH THANK YOU VERY MACLENGGGG HAHAHA, MAKASII KAK SARAA DAN KAKAK2 YG LAIN YG UDA NAYANGIN INI DI YT JUJUR SPEECHLES SKLI AK NIEE AW TDK SYABARRRINNN",0
@haqiqidoank7194,Dah gk sabaarrr,0
@stupidpipel____6445,trending plissss,1
@ikadania-j8w,Ayo like semua komen shere yg banyak,1
@ikadania-j8w,Ayo trendingkan 🎉🎉,2
@Kaka_Ulhy,"Ini beneran tayang di YouTube kirain nggK😮😊 akhirnya yah, demi saradiks🎉🎉🎉",1
@LuthfiAliyyaPuspitasari,"akhirnya yang ditunggu&quot; bakal tayang jugaaa, sumpah ga sabar mau nontonnya",1
@DinaLorenza-t2w,Gas kan,1
@erlinzuchan20,Ayokkkk kita trendingkan❤❤❤,3
@devinavina7536,Trendingkan  thanks ka sara and team udh mau ditayangin di YouTube  lupyupul,3
@SerenaRamjani,Wahhhhhh(⁠◍⁠•⁠ᴗ⁠•⁠◍⁠),0
@yamananucell6316,ayo gass trendingkannn,0
@evaeva9295,Trendingkaaan harus trending,0
@kikyadrianasyafira9662,Masyaallah akhirnyaaa.. Yuk yuk yukkk hrus trending nih guysss 🎉,2
@LindaWati-t5h,Lamaa bgttt gaa sabrrrrrr mau liatt,0
@riskiamelia1621,Sudah siap mantengin nih kak sarah 😊 dah nggak sabar pengen nonton 🎉,0
@nadiaputrik-939,"SUPERR TERHARUUUUU, MAUUU NANGISSS MAKASIII BNYK BUAT KA SARA DAN TEAM, krna mau menayangkan di yt dengan sangat bnyk pertimbangan, pdhl biaya, tenaga kesana jg besar. AYO TRENDING KAN PLSS",397
@dynn98,seriussssa  tayang disinii terharu akuu  big luvv,0
@ginamillo,seneng bgtttt gk sabar tayangggg🎉🎉,0
@aryantowicaksono898,Ahirnya bisa nonton di YT😍😍 AYOOOOO SMNGAT TRENDING 1 BUAT DMS🥰🥰🥰🥰👍👍👍👍,28
@fadelmuhammad1896,FINALLY BAKAL TAYANG MAKASIH KAK SARAH❤❤❤❤❤,1
@denissetiawan331,tayang di yt gak kalo tayang asik bisa nnton kan klo d apk dms+bayar ya,0
@incesscacaindriyani8461,Terendingin🥺🥺🥺🥺,0
@siscapardosi5703,"Gak sabar mau nonton ini bareng suami, sama sama pecinta DMS .",3
@TasyaOliv-lm3rm,Gasabar bangettt,0
@hirmaevriana3599,Yuhuu sudah tidak sabar,0
@dianesi9047,Terima kasih sdh berbagi moment di Preston Castle❤,1
@TasyaOliv-lm3rm,❤❤❤❤,0
@adeivanandriyan831,gasss,0
@MitaSasmita-z3c,Ayo trendingkan,0
@kelanafarida,belum nontom aku udah terharu😢😢😢 haha terlalu sayang sm dms,1
@tryyuningsih9661,Beneran tayang,1
@AshyaSieena,BISMILLAH HARUS TRENDING GUYSS!!!!!!!!!!!!!,49
@shafaamalia13,"omg ga sabarrr banget nontonnnn,harus banget sih trending 😭😭😭😭🥰🥰🥰🥰",3
@cindylarasati9330,WAH BISMILLAH TRENDING!!!,0
@myDell693,HUAHHHH GAK SABARRRRRR,0
@avrilpark19,"Gaassss….trending sampe full episode, meskipun udh bayar DMS + gpp ❤❤❤",11
@ferdinasaskia2573,TRENDING TRENDING!!!!!,0
@nursyifa5526,Akhirnya bisa tayang di youtube terima kasih dms plus,3
@raniserang2,Pantang terus gaes 😂 gercep tayang nya ❤,1
@rezakikilaksana7136,Ayo trendingkan 🔥🔥,0
@CoretanTinta-z3l,Dms gass terus,0
@vionaargata5345,gasabar siiiii🤩🤩🤩🤩,0
@putribnght,Aaaaaa terimakasih banyak&quot; DMS jadi tambah cayaankk🥺❤🍅 lopyu tomatttt,4
@KIB__MarizhaPutriAmalia,trailernya sampe saya tonton berulang-ulang:),0
@wasilah_11,Akhirnya ada yg di YouTube juga makasih buat tim dan ka sara sehat selalu 👐,1
@NatanZxy-s6l,Yu bisa,0
@usiieliyana9195,gasabarrr duhhhh😢,1
@ghanezmayesa2228,GASSSSSS,1
@ayuikbarsyahida9679,harus trending ini mah,0
@ayuikbarsyahida9679,TRENDING GASS,0
@syifafauziah4878,Yeaayyyy🎉❤❤❤❤,0
@IrantiDimas,Ayo viral dan trending 1. Jangan pake emoticon di komentar,0
@HaniaAtt,guyssss kali mau trending ingettt jangan pake emoji komen nyaaa yuk bisaaa trending 1 lagiiii,0
@tina.fatakai,Ehh gw yg gak pernah nonton dari mulai tayang di DMS+ sampe bilang kapan iya journey to Annabelle tayang di YouTube dan akhirnya terima kasih tiem DMS..love you tomattttttt..❤❤❤❤,1
@muhammadalifibrahim8795,DMS gassssss terusssssssssss<br>Gassssss pooooooollllllll,0
@ramdanmalik974,KEREENN BANGETTTTT DMS!!!!!,0
@ayyachya7153,Bismillah trending 1 🤲🥰,0
@niennamiqkhailizatul5669,Ngak sabar ni nunggu tayang nya....,0
@maymiarisa449,Alhamdulilah Akhirnya... yg ditggu2. Terima kasih kak SARA and TIM DMS🙏🙏,0
@phiipiajaa6091,"HARUSS TRENDING SIH INII AYOOO GESS BUAT TRENDING, SEMANGAT MAMI PAK DEM MAS NUNU BANG FAD LOVE U TOMATT",37
@Always-ronaa,YEAYY AKHIRNYA YANG DI TUNGGU TUNGGU😊😊😊😊😊,0
@Leny_94,Trendingkan jangan pakek imot icon,0
@larassari,Gilakkkkk sihhhh ini wajib TRENDING 1🤣,0
@naradivaindah4371,"YA ALLAH ALHAMDULILLAH , TERIMA KASIIH DMS , UDAH MAU NAYANGIN INI DI YOUTUBE ❤❤😭😭😭",0
@emiputri6870,Ga sabar nontonnnnn,0
@MFirmannnsyah,UPPPPP,0
@yekenmelkopin280,Aku udah nungguinnnnn iniii dari kemarin” sekarang aku bakal stay disini karna h-bbrp jam lagiiiii❤❤❤ semangat dan terimakasihhhhh nyaiiii dan tim saradict,1
@baiqcintyara9250,Kak sarah sama kak demian kaya  Ed dan Lorraine Indo,0
@Ruangkosongofficiall,"Widihhh kejutan apa ini, tiba-tiba 🔥🔥🔥🔥",0
@noviardini2887,OMEGAAAAAATT ngga sabarr nemenin malam Minggu yang ngga kemana manaaaa,0
@ikbarnajmiifauzan9508,Ayooo bikin trending DISCLAIMER JANGAN PAKE EMOJI,1
@40_putuesyaelistya32,❤❤,0
@ikbarnajmiifauzan9508,TRENDINGGG PERHATIAN BAGI SEMUA YANG KOMEN JANGAN PAKE EMOTICON BIAR INI TRENDING DAN TAYANG DI YOUTUBE,16
@saifahnirmawati8639,Hu ga sabar 😊😊,1
@AlmahyraQiana-jt9op,Ini yang aku tunggu❤🎉🎉🎉🎉,0
@ElisaPutritariu-t7j,ga sabar,0
@melindasandrasari9764,Trendingin ahhhh biar tayang ke yutube🔥🔥,0
@adeliakuswanto3846,ditunggu nyai dan kru,0
@aanggit,🌹🌹🌹❤❤❤❤,0
@Afannn,GOKIL!!,0
@hajinurhayati9220,"Ayo dong guys biar trending 1,,, kan kalian mau di tayanin di YouTube, makanya gassss trending 1🎉🎉🎉",0
@cicifranciska42,❤️🍅🔥,0
@AnisaMunawwaroh,GK sabar mau nonton ini🥰,0
@rinjanipadja8308,Yuhuuuuuuu🎉,0
@FirdafitriaAnggraini,Woyyy harus trending komen jangan pake emojiiii,0
@FirdafitriaAnggraini,Haaaa demi apa ???? Seneng buaaaanggeeettttttttttttttttt  i love you kak sarah,0
@NazwaRahmania-k6u,"Tetap stayy yuhuuu jdi ga sabarrrr, makin suksess makinn bertambah usiaaa mainn banyak rezekiii dann di jauhkann dri orang² jahatt aminnnnn do&#39;a terbaik buat ka sarah beserta keluarga dms😂🎉❤",1
@diandrarizkik3203,😊 Ku tunggu gas nonton like sampai 100k,1
@ayuretno4745,Thank you DMS ❤❤❤,0
@LiaAulia-s5q,Alhamdulilah terima kasih tim DMS semoga trending 1 Amin,29
@jvKnlOP,AAAAA I AM LOOKING FORWARD TO THIS,0
@Nandazulkaa,Yeahh finnaly gak sabarr harus trending sih ini,0
@shouzoho,woahhh harus trending sih ini,0
@estikaazkia1592,Yang ditunggu² Akhirnyaaaa Kuy Trendingkan guys❤❤❤,0
@jihankhairani8077,Kita bantu trendingkan guyss.. please koment nya jgn pake emot,0
@jihankhairani8077,Trendingkan Dms guys,0
@januarianne2952,"Tdnya udh sedih, krna cm ada di DMS+  apalah dayaku yg blm mampu . Tp akhirnya ada diyoutube senang skali. Terimakasih DMS dan tim kalian luar biasa . Semangat trs sehat slalu ❤🍅",19
@kinnoritalestari2207,"Harus trending pokoknya 🙏 ayo para buzzer, stop dulu kampanye, bantu trandingkan 😂",4
@anisad2966,Asikkkkk,0
@melabp4368,Trendingkaaaan 🎉🎉🎉,0
@nadyasaphira6347,Hayuuu gesss trending knnn,0
@sifareall0312,Udah menggebu-gebu hatiku ga sabar pengin nonton😭,0
@nurwahyunikhairunnisa4892,Kmrin mau coba beli di dms tp aplh daya uang ku ga ckup 😭 ya ampun akhirnya tayang dibyoutube🥹🥹🥹,0
@rininofitriani9774,Thx u dms...gk mau ktgglan nton.wajib trending...🤩🤩,0
@Itsmeegaa,Gasabar pengen nonton ❤❤❤,0
@nenah4796,"Aaaaaaaaaaa nonton dong pasti nya d dms+ nnton f sini nnton, huaaaaaaaa, teriak happy",0
@az9635,Di tunggu di youtube 😁 maklum kaum gratisan saya,0
@muh.rifaireza2354,Alhamdulillah terimkasih sudah mau menayangkan di youtube ini harus trending,0
@dtholmesz,LETS GOOOOO,0
@anandafatmawati4620,TRENDING❤️❤️❤️❤️❤️,0
@blackcappucino4294,yuk bisa yuk trending satu,1
@mirafitria9110,Love you DMS &lt;3 thank you so much :&#39;),0
@laelaputri4814,❤❤❤,0
@arijamahsari3618,Gasskeun....,0
@morevideo1130,Serius nih ada d YouTube ? <br>Terimakasih dms,0
@Doyoungs_,GUYS INI HARUUSS TRENDINGG!!!!,0
@WhiteCaaaattt,Bang Mongol Stress Ikut kah?,0
@vincenj.s2524,Wahh bakal seru banget ini udah ngak sabar ini,1
@nabilahdelin1168,Ich asikk bisa yok trending yok❤❤🎉netizen Budiman kita trendingin yok....makasih bngt buat ka Sarah udh mau upload...ini di YouTube ❤❤❤❤,31
@naomifeybek4053,"DMS, naik terusss ^^",1
@kakaikakaka342,Yuhuuuuuu 🎉,0
@cintaassyarah8727,Like,0
@cintaassyarah8727,Like,0
@Anandayeshazafira,"Sehat selalu buat team DMS semoga, sehat&quot; selau😊😊😊🎉🎉🎉🎉",25
@Tenania96,Gak sabar aku mau liat gimana🥰,0
@TRIII149,"Bismillahirrahmanirrahim, bisa trending 1 🤟🏻❤️❤️❤️",0
@Anandayeshazafira,Maksih kk,1
@Anandayeshazafira,Yeeyeyeeyey,0
@nuryatinfiqhiyah8517,Thanks dmss yang mau nayangin di youtube.. Ayo gusss kita trendingkann,4
@dewinuraisah4927,Trending 1 yuk bisa yuk,0
@Yuligadul,Alhamdulillah setelah menunggu sekian lama akhirnya Yeyy sukses sehat selalu buat kak Sarah dan team ❤❤,1
@zakiahangginaputri9674,Bismillah harus trending 1 niii,0
@dewinuraisah4927,Trending kan yuk bisa yuk trending 1,0
@emiliaestiputriutaminingru4173,Yang ditunggu akhirnyaaa tayang 🎉😍😍,0
@aifitri767,Bikin gak sabar aja DMS❤❤❤❤,0
@riashavitry2458,"GUYS KALO MAU INI JADI TRENDING, KOMENNYA JANGAN PAME EMOJI YAA",0
@DwiAnggraini-g6l,"Guysss ayoo dongg, bikin rame biar trending",0
@riashavitry2458,"Guys usahain kalo mau trending, komennya jangan pake emot",0
@caca_choi,"AYOKK TRENDING KAN GUYS, TRENDING NO 1 PASTI BISA KITA SEMUA, SEMANGAT SEMUA NYA!!!!",201
@SyafiqHerman-y5k,Terima kasih kak sarah sudah upload ini kami senang banget❤,0
@japarryu6028,Ayok trading 1# gas biar apload lagi,0
@sitirodiyah7373,Ga sabar nunggu nya,0
@sitirodiyah7373,Harus trending seh ini mah,0
@RismaAldiana,Semangat² smoga trending 🎉🎉🎉,1
@Sundanese-u5e,Terimakasih kak saraaa❤❤❤,0
@khusnulkhotimah4331,Ini harus trending sih..yok bisa yok,0
@santiamurni5015,Yuuuu bisaaa yuuu trending 1🔥🔥🔥,1
@Caca-ye2kv,Alhamdulillah akhirnya di aplod,0
@ArinaErin13,ayo trending kan guys,0
@shouyl,OMG CANT WAIITT,0
@thisisvelaaaa,YUK BISA YUK TRENDING 1,0
@TiaraRhmdni-k6z,GA SABAR,0
@Apriliaany,Alhamdulillah bisa ikut melihat apa yg sudah ada di aplikasi  . Karena kemurahan hati nyai . Pak dem mas Nunu ka fadi dan all most team dms. Hatur nuhun pisaaan. Pokoknya DMS NAIK TERUS 🎉❤🍅🍅,69
@fairyello_ow,AAA GA SABAR,0
@lilianadewi5167,"Aku liat di DMS Plus nya,seru bgt,,,,sukses trs buat kak sara dan kak Demian,semua tim sht trs,,",2
@qamarinaathilah8929,"Thanks , support from Malaysia❤ .. Selalu tengok DMS kalau time cuti😊",19
@chrisvianadisetyo9087,ayoooo guys bikin trending semangatt,17
@araaprr,so excited 😮😮😮😮,0
@vincentdarius4777,Kerennnn,0
@cozabigael,"Makasih banyak Nyai, Pak dem, Kak Fadi dan Om Wisnu. Hari ini aku ultah dan ini adalah salah satu kado terbaik yg aku dapat😍😍",19
@silfiafebrianti953,Weeehhhhhhh anjerrrr,0
@sintiyakurniawan7902,"Yeeee akhirnya bisa di tayangin juga di youtube,, thankyou so much DMS ❤❤",11
@firaira3349,yuk bisa Yok trending,0
@lisalalisa-tj8oq,hah beneran tayang disini???gilaaaaaa,0
@fitriyanakesyalutpita8684,PAS BGT DI HARI ULANG TAHUN KU😢❤❤,0
@restyhandayani7912,"TRENDING 1,,,,, gas kan lanjutan DMS+ gak sabar,,,harus dibela belain beli paket data biar gak keburu hbs nntn nanti malam",16
@finaokta1709,Thanks you DMS love you 🍅 🥰🥰🥰,0
@BUM_BUM_NJ,Kak aku dah share ke grup tmn&quot; ku dan grup keluarga ku... ❤ ga sobri ini ga sobri,0
@barbharaputrirachmatika6467,"Aaaa udah gak sabaarrrrrr , harus trending ini pokoknya",0
@mommyof3kiddos97,Wahhh... Senangnyaa bisa nonton di YT... Thanks kak Sara and team 🥰,3
@erikafitria7684,JANGAN PAKE EMOTT BIAR GAMPANG TRENDING!!,0
@neiiko3536,GASABARRR,0
@erikafitria7684,JANGAN PAKE EMOTT BIAR GAMPANG TRENDING!!,0
@putridamanik8373,Wajib trendingggggg,0
@mbak_mbohay4621,Harus banget trending…. Kak sara dan all team semoga selalu diberikan kesehatan…. Ditunggu penelusuran nya dikota medan… bareng sama bunda hanna🥰🥰🥰🥰,35
@liisapessek7185,"Alhamdulillah tayang juga di YouTube, bismillahirrahmanirrahim trending no 1 sukses selalu ya buat nyai dan TIM DM<br>Terimakasih nyai dan tim DMS",48
@nurekasari5102,Terimakasih DMS sudah mau tayangin di youtube❤.,32
@aynasheva1899,"Alhamdulillah,, sudah tidak sabar liat tayangannya❤❤❤",2
@erikafitria7684,Pasti trending gesss,0
@agungmufidzun7185,Yokk trending 1 🔥🔥🔥🔥,0
@MuhammadRidwan-qu4mv,Harus trending nih keren❤❤,4
@SatriaAlfaridzqi,Ayo semangat trending 1 untuk DMS,11
@luhrahayurejekiningsih5087,Akhirnya setelah sekian bulan purnama tayang juga di yutub🥰 terimakasih dms semoga semakin sukses amiin😘,28
@putriwenny4736,Ahhh akhirnyaaa tayanggg,0
@LisyeKapubau-qv9if,"Wow amazing tak di sangka tak di duga ya ternyata mau ditayangin di YouTube,mkasih ya kha sara KK Demian akhirnya nonton jg love2you.",0
@devisulis831,Waah gak sabaaar 😭😭😭,0
@HerbalJoss,Harus pakai BANGET nih Trending no 1 di dunia❤❤❤🎉🎉🎉,38
@desisetiani1706,Ayooooooo saradicts smngattt,0
@DeviRahayu-i9t,gassss ayokkk,0
@lydiachristiani7062,❤️❤️❤️,0
@marcell4516,Ayo....Ayo ...naikkan terus,0
@shntnblh,"finally!!! ditayangin di youtube, wajib nonton sii, terimakasi nyai😭❤🍅",1
@lotusbellona8815,"Ya Ampuun...gk nyangka bisa nnton ini, maksi banyak buat kak sara dan team DMS. <br>Bismillah trending,,<br>Ayok saradict kita bkin trending..",42
@kharismaa.31,"Aaaa can&#39;t wait ka Sara, akhirnya di upload ke Yt ✨",0
@Sri-medan,G sabar nungguin❤❤❤❤,0
@dindapramestiaulia5225,"ga sabar mau nntn, terima kasih ka Sara dan team DMS ✨✨✨✨🥺🥺🥺",11
@dedew9220,3jam.lagiiiiiii semangattt,0
@madushyt2813,Terimakasih buat nyai pak dem dan tim,0
@kartikadewialifah2863,OMG akhirnyaaaaaa,0
@Salsa24x,Bismillah trending ya tontonan terbaik gue sih😅❤,0
@devanowulan7396,Alhamdulillah akhirnya tampil di YouTube,0
@DOZAL12,WAAAAH SUMPAH KAGET PAS BUKA YT LANGSUNG LIAT INI <br>SENENG BGTTTT AKHIRNYA YG D TUNGGU TUNGGU KELUAR JUGA,0
@boss7650,Gass lagi <br>Yg waktu itu gw sampe nonton  pake 3hp dan itu nonton sehari 30x krn bolak balik  😂,0
@adelineodena,"WAJIB TRENDING, MAKASIHHHHH BANYAK NYAIIIII UDAH DI TAYANGIN DI YOUTUBE HUHUHUHUHU😭😭😭😭😭😭😭😭✨✨✨✨✨✨✨",0
@idolvibe,trailer aja ga trending emg kdang2 netijen kasian mb sara sm tim dms lo guys capek2+plus keluar biaya bnyak syuting di amerika pd minta tyang di YT dgn gampanganny pasti trending.. treiler noh trendingin dlu.. btw mb sara kak demian tuh mikirin bgt lo baik hati kasih tyang di YT.,0
@AthayaZ.khairunnisa,MAKASIHHHH MBAAA UDAH DITAYANGKAN DI YT ❤🍅❤🍅❤️🍅❤️🍅❤️🍅❤️🍅❤️🍅❤️🍅❤️🍅❤️🍅❤️🍅❤️🍅❤️🍅❤️🍅❤️🍅❤️🍅❤️🍅❤️🍅,0
@alviolimilanisa,"Terimakasih nyai, pakdem, dan tim DMS lainnya 🤗",0
@claraaazs,Akhirnya bisa nntn di yt🎉,0
@radianelok4048,INI HARUS TRENDING 1 SIHH,0
@wahidnoerety8848,❤U🍅,0
@rullhapipah7038,LOVE U NYAII N TIMMM,0
@almadheastefi1401,Akhirnyaa,0
@intanmutiaraaprilia5555,Gak sabar sih kalau bener UP di youtube trandingkan guys🎉🎉🎉🎉❤❤❤,0
@dessyliawaty1511,Ayoo semangat dms n tim❤,0
@Lirikkitaofficial,Mna ini kaga bisa loh,0
@onyourryy_,HAH? DEMI APA? HARUS TRENDING!!!!,0
@IraPurnamasari-k5k,Wajib TRENDING❤❤❤,2
@Lirikkitaofficial,Time gercap mana suara yah ayo semangt biar bisa trending 1 ❤,4
@helmirahmayani8200,Love buat ka sara ❤,0
@helmirahmayani8200,Betullll👍🏻👌🏻,0
@denniprayuda370,YANG DITUNGGU TUNGGU❤,0
@hikmahhidaya7129,"Ini serius nih mau tayang di youtube.<br>Makasih yah, makasih banyak-banyak",0
@divatriraga6234,Yang ditunggu tunggu nih,0
@PutriPermata-y5p,Trendingg ❤❤❤❤❤❤,0
@PutriPermata-y5p,❤❤❤❤Jangan buat siaa siaaaaaaa,0
@PutriPermata-y5p,Trendingkannn yaaa saradictt❤❤,0
@PutriPermata-y5p,❤❤❤,1
@deviningrum1967,"Aaahh,,gak sabar smpe kbawa mimpi apakah aku hanya butiran debu yg hanya bisa nonton lewat youtube❤❤❤🎉🎉",0
@yohanesocvianto6577,trendingkannnnnnnn🔥🔥🔥🔥🔥🔥🔥🔥🔥 pokoknya gk sabar bnget aaaaa,2
@NadaSyafiaimani,Kerennn ayooo trendingkan guyssss,7
@rianaanjani2272,mntapp harus trending ini mh,0
@dellayaaaa_567,jgn pke emoji klo mau trending:),0
@kristinasembiring4670,"Wahhhh akhirnya bisa nonton,makasihhh mba Sarah love u❤",0
@Tzriilmt,Trending trending guys,0
@sutiyemsutiyem9778,Harus di up di youtube sih kak ayo kak sarahhhh😍😍😍kira trending 🔥🔥🔥🔥🔥🔥,1
@rvasja686,Seru banget ini pasti gasabar,0
@jansnsnmsksjsn9087,Akhirnya yg di tunggu&quot; di aplod jugaa,0
@LeonDi-d1y,Adanya di dms+ aja kah?? 😢,0
@aerypuriiee4874,"Gak sabar banget pengen nonton,,,pokoknya harus trending 1 ini,,,gokil gokil,,, semangat buat kak sara,bang fadi,mas nunu,,mas demian &amp; kru,,sehat sehat 🥰🥰",18
@heyhann691,Trendingkan,1
@yunieningsih4870,"AAA ALHAMDULILLAH,AYO TRENDINGKAN GUYS",7
@novskii2122,WOWWWWW SMNGT TERUS TIM DMS,0
@novskii2122,Wihhh gaskannn trendinggggg 1,0
@zafiraardini7033,Semoga trending ya gess,0
@srimulyanah7936,Assalamu&#39;alaikum semoga tayangan Kalian semakin di depan 💪💪💪💪💪💪💪💪💪💪,10
@vionaartra,TERIMAKASIHHHH MBA SARA DAN TIM,0
@NikenMool-y3z,Ayooo trendingkannn guysss🥳,3
@gaialawrencia,Klo mau trending kan... ingat ya. Comment nya gk usah pakai emoticon apapun. Cukup tulisan aja.,0
@Yeremiaverdika,Trimakasih Tim DMS kalian luar biasa,3
@azahrajenabnurhasanah6136,"Akhirnya gays di tayangin di yt juga setelah penantian sekian lama,yu ahh kita bikin dms biar bisa lebih maju dan bikin trending😮❤❤ pokonya love you tim dms😍🥰🥰",72
@indahkirana-7603,Yuk bisa yuk trending,0
@cicilyaoniyossyana6094,Waduuuhh ini bisa di tonton nanti gk yaaaa ... Jam segitu akunya pas pergii,0
@Chelsieee,Akhirnya tayang ❤,0
@nurcahyani163,Waahh ini beneran tayang di YT Yeeeeeee akhirnya makasih Team DMS terutama Ka Sara ❤,16
@Galunk22,🙈,0
@anafitria883,waahhhhhh ❤❤❤❤❤,0
@putriayunda7316,Ga Sabar Menunggu!!!!,0
@vieyaalmiraa2970,"Ayooo semangat biar trending, kaum emak2 yang mentingin susu sama popok anak, yang belum bisa beli chapter atau langganan DMS+ 🥰🥰🥰🥰🥰",3
@nadhiramikella205,Trending please.....🎉🎉🎉,0
@rianitami9693,Trending 1 yoo saraddict,0
@intaanRa,Gasss trending nomer 1 ayo saradicttttt,1
@SerlyCornelia,Akhirnya tayang juga bismillah trending 🤲🤲🥰,0
